6.036239450000000506e-01,3.177395943999999695e+00,3.896224365000000134e+00,2.942555808999999911e+00,3.761173418000000268e+00,2.850088393999999692e+00,3.925378498000000160e+00,3.272412731999999824e+00,3.648866988999999617e+00,3.569508868000000223e+00,4.361623019999999684e+00,3.511233376999999933e+00,3.497190946999999994e+00,2.633495028000000016e+00,3.912903088000000196e+00,3.204342401999999979e+00,3.791068716000000283e+00,3.645523102999999931e+00,3.773636238999999559e+00,2.879102127999999983e+00,3.621039288999999606e+00,3.889457956000000216e+00,3.729965255000000202e+00,9.953308637999999320e+00,8.390078479999999672e+00,3.410368931999999909e+00,8.597676157000000430e+00,9.541380999999999446e+00,9.936083032000000870e+00,8.929710577999999899e+00,7.679616687000000219e+00,9.976404741999999715e+00,4.514171086999999716e+01,8.872970632999999552e+00,1.110798918999999962e+01,9.151387232000001148e+00,8.489293134000000407e+00,8.797678921000001040e+00,7.286784869422269217e-01,4.716129369161249363e-01,1.509599355651058517e+00,1.654275213700173497e+00,2.127183889701433073e-01,3.601883414799493366e+00,1.177224125213845118e+00,1.859479133414469049e-02
6.071951210000000598e-01,3.703136106000000094e+00,4.102700266999999457e+00,3.010436247999999981e+00,3.077895848000000267e+00,3.560464051999999935e+00,3.782545888000000023e+00,3.710968316999999850e+00,3.827094941000000361e+00,3.691834687000000059e+00,3.089369567999999955e+00,2.738968586000000371e+00,4.388786711999999923e+00,2.984415217000000009e+00,3.329669888000000189e+00,3.373471238000000039e+00,3.620002643999999936e+00,4.240897393000000015e+00,3.884291603000000315e+00,3.569739078999999649e+00,4.441306614000000152e+00,3.064080606000000095e+00,3.887177933999999890e+00,8.830887294000000054e+00,9.115108229000000506e+00,3.536682809999999844e+00,9.736059802999999846e+00,8.680151318000000060e+00,1.005491018000000025e+01,8.905652123999999503e+00,1.019556255000000000e+01,1.038953861000000067e+01,4.196059257000000287e+01,8.563805170000000189e+00,9.509615833999999879e+00,8.899266341000000580e+00,8.355283864000000449e+00,8.500116600000000133e+00,7.101797861727974226e-01,5.374221097786366919e-01,1.210941241920284961e+00,1.743450245163648882e+00,1.963211796642603535e-01,3.406782380880281291e+00,1.198177560398016261e+00,1.849973784370561453e-02
5.882536310000000546e-01,3.978989064999999936e+00,4.532323036000000194e+00,3.952909171000000388e+00,3.249960179999999976e+00,3.018676271000000355e+00,4.268614470000000161e+00,2.561634721999999975e+00,3.693080313000000281e+00,3.854858769999999879e+00,3.626770178999999761e+00,3.008568765000000145e+00,3.549805253000000160e+00,3.312899143000000102e+00,3.575536613000000141e+00,3.748466360000000108e+00,4.055802482999999903e+00,3.774278199999999917e+00,3.842208587000000009e+00,3.830159118000000085e+00,3.632132292000000096e+00,3.383260781000000161e+00,3.677128708000000135e+00,8.416996661000000657e+00,1.061282367999999998e+01,3.979773511000000319e+00,8.503970798999999303e+00,1.013156956999999991e+01,8.221985626000000380e+00,9.678871556000000709e+00,9.842072928000000331e+00,8.262233709000000204e+00,3.584395340999999746e+01,7.025792112000000422e+00,9.643024447000000166e+00,1.023395157000000033e+01,8.668254380000000481e+00,8.773757704999999518e+00,6.997669310147204280e-01,6.851412534383686248e-01,1.514744543345567074e+00,1.335236018533475066e+00,1.920008423472824854e-01,3.171464580062096417e+00,1.077899462060862623e+00,1.865455683302410031e-02
5.926319210000000615e-01,3.360539816999999818e+00,2.976324158000000164e+00,3.664290320000000101e+00,3.809432267000000039e+00,3.190739193000000196e+00,4.040731280000000147e+00,3.162513600000000036e+00,4.093733242999999966e+00,3.682245658000000255e+00,3.944337903000000090e+00,3.335621243000000291e+00,3.364951145000000032e+00,3.220858857000000075e+00,2.871562756000000327e+00,3.192822936999999861e+00,3.417095867000000009e+00,3.996454529999999838e+00,4.589512293999999493e+00,3.852606626999999673e+00,3.828185293999999850e+00,2.910627626999999773e+00,3.907549101999999941e+00,8.778810928000000402e+00,1.003169089000000014e+01,3.111490671999999957e+00,1.007415061000000023e+01,9.900238196000000102e+00,1.015744072999999936e+01,7.862088488999999569e+00,8.358917234999999835e+00,8.357746170000000419e+00,4.028870519000000172e+01,6.594778082000000374e+00,1.104653972999999922e+01,8.219178343999999470e+00,9.266314941000000971e+00,9.102236703999999179e+00,7.125601489715697179e-01,5.063915473230591324e-01,1.478204423557579306e+00,1.804829641454877898e+00,1.975259344980686282e-01,3.524620520116332756e+00,1.202112041880605497e+00,1.875566930958830550e-02
6.224953109999999956e-01,4.185501627999999918e+00,3.664408046999999780e+00,3.415068876000000309e+00,3.819663750000000135e+00,3.138836631000000210e+00,3.692833646000000414e+00,3.214586784999999836e+00,4.343142480000000027e+00,4.140509208000000108e+00,4.168558203999999989e+00,2.924468551000000360e+00,3.586761931999999931e+00,3.190093243000000189e+00,3.764782705000000007e+00,3.183463371000000208e+00,4.312027318999999359e+00,3.277759357999999956e+00,3.872551422999999993e+00,3.236812664999999978e+00,3.334408051999999678e+00,3.088942864999999927e+00,3.353877663000000009e+00,9.141880091000000874e+00,8.736526795999999706e+00,3.131925576000000433e+00,8.636594012999999848e+00,8.068370837999999878e+00,9.478634081000000933e+00,8.589846638999999229e+00,9.273031386999999626e+00,7.629830662000000707e+00,4.266065583999999689e+01,9.469556507000000067e+00,8.205448233000000258e+00,9.345174349000000547e+00,7.989952810000000127e+00,9.376806330000000855e+00,7.276196312865762517e-01,4.145901105637076478e-01,1.369010895520175852e+00,1.355760245497570349e+00,1.909343447625625745e-01,3.651701711310306742e+00,1.099937393574396127e+00,1.842439424247746538e-02
6.069888179999999300e-01,3.479104408999999620e+00,4.367170456000000200e+00,3.674383764999999968e+00,4.068452455000000079e+00,3.516379553999999796e+00,4.410705223999999980e+00,2.763590980000000030e+00,3.393634748000000201e+00,3.521083606000000366e+00,3.781481990000000071e+00,2.667257218000000041e+00,4.257687941999999559e+00,3.193372081999999779e+00,3.548547201000000317e+00,3.391988097000000035e+00,3.856560764999999780e+00,3.251124460000000216e+00,3.788609023000000242e+00,3.004591990000000212e+00,3.450208846999999857e+00,3.634001161000000035e+00,3.654624295000000078e+00,8.495035528999999030e+00,8.938900709000000333e+00,3.433582811000000401e+00,9.171024693999999755e+00,9.703519644000000000e+00,1.008316778000000014e+01,8.765016324999999497e+00,9.220222439000000492e+00,9.058169943999999418e+00,3.705965133000000122e+01,7.804854782999999685e+00,1.020052214999999940e+01,8.700070135000000704e+00,8.049573548999999772e+00,9.829065196000000171e+00,6.953674896420629636e-01,6.710636631864572710e-01,1.297289314245986258e+00,1.640070062017846109e+00,1.933541286444487861e-01,3.066482327882753101e+00,1.163916632582295607e+00,1.850992266862696092e-02
6.345439729999999834e-01,3.668751343000000276e+00,3.774485040000000069e+00,2.999293381999999841e+00,4.260381656999999933e+00,3.523781607000000093e+00,3.172359643000000062e+00,3.239908639999999895e+00,3.477282466999999766e+00,4.319434200000000779e+00,4.283268416999999495e+00,3.248819513999999575e+00,3.853301223000000331e+00,3.058609611000000061e+00,3.635848211000000330e+00,3.906583218999999829e+00,3.816895010000000088e+00,3.948070271000000186e+00,4.138716516999999762e+00,3.604488213999999857e+00,3.779805053000000026e+00,3.267869431999999907e+00,3.800733641999999968e+00,9.401195685999999441e+00,7.887175044000000135e+00,3.053407412999999959e+00,9.189783707000000135e+00,9.844342557000000937e+00,8.171874284999999460e+00,7.884345917000000092e+00,1.016800695999999959e+01,8.143197833000000330e+00,4.289932719000000105e+01,9.234390341000001001e+00,9.378999667999998735e+00,9.484794648999999467e+00,1.010049296999999946e+01,1.023842907000000046e+01,6.935529073231477826e-01,7.443843952766481253e-01,1.423770166409324300e+00,1.732604103286087938e+00,2.031708407181248011e-01,2.985939452295710783e+00,9.841311467572567695e-01,1.866948080306929381e-02
5.670195710000000000e-01,4.245056142000000143e+00,4.232603091999999734e+00,2.426106040000000075e+00,3.850602526999999942e+00,3.203027368999999958e+00,3.589534865000000075e+00,3.413012151999999855e+00,4.547295618999999789e+00,3.597316127000000030e+00,3.788210639999999962e+00,3.018078111999999980e+00,3.955559062999999931e+00,2.668570665999999925e+00,4.128824497000000093e+00,3.851751441999999859e+00,3.562149663000000022e+00,3.821785061000000372e+00,4.233243207000000119e+00,3.103244314999999975e+00,4.165683833000000114e+00,3.233126488999999548e+00,3.473682126000000370e+00,9.704043695999999386e+00,9.138313070000000593e+00,2.955539094999999783e+00,9.750860185000000513e+00,7.553976642000000297e+00,8.012176238000000339e+00,9.003355240999999509e+00,8.461436407999999076e+00,9.886455800000000238e+00,3.884561123999999666e+01,8.243155966999999862e+00,8.899504126000000070e+00,7.482832287999999110e+00,7.424554906000000010e+00,9.255796475000000356e+00,6.916523341712997874e-01,4.244355936838568599e-01,1.360076168640276695e+00,1.701393548848463944e+00,2.010906457239620415e-01,2.885425950815416307e+00,9.923406272348269663e-01,1.856630405866746894e-02
5.622130180000000088e-01,3.580019141000000182e+00,4.442089023000000303e+00,3.263456758000000235e+00,4.226628647000000072e+00,3.265535647000000097e+00,3.835572121999999862e+00,3.304946301999999836e+00,3.533148442999999972e+00,3.868113821000000119e+00,4.684769964000000009e+00,2.815712973999999758e+00,3.520239407000000043e+00,3.503018868000000285e+00,4.098140391999999466e+00,3.551482333999999685e+00,4.014956359000000141e+00,3.984818453999999566e+00,3.875022195000000114e+00,2.835069369999999811e+00,4.219438904999999629e+00,3.364236974999999852e+00,3.040981291999999669e+00,7.918058397999999443e+00,9.608583670999999882e+00,3.499335292000000042e+00,8.996185924000000611e+00,8.640033167000000347e+00,8.577087023999999005e+00,8.399657597999999226e+00,9.102556288999998912e+00,1.031930563999999961e+01,3.602843467999999660e+01,8.406531392999999852e+00,9.148254982999999285e+00,9.569758959999999703e+00,9.321690851999999694e+00,1.042349607000000056e+01,7.245820393151449768e-01,6.453231918174682225e-01,1.235523871708296140e+00,1.737837672382013476e+00,1.874399499199092267e-01,3.378349379214955039e+00,1.247183669062481348e+00,1.873461938095305826e-02
6.287436250000000282e-01,3.712600848000000120e+00,3.652324605000000002e+00,3.358094481999999825e+00,3.846844545000000171e+00,2.978006170000000008e+00,3.597477759999999858e+00,3.354110661000000437e+00,4.170083447999999748e+00,3.274488606999999885e+00,4.173906354999999735e+00,3.152795926999999665e+00,3.335290839999999868e+00,3.099769737999999997e+00,3.756760976000000252e+00,3.967532696999999775e+00,4.355085150999999932e+00,3.871878492000000005e+00,4.294850865999999989e+00,3.751957669999999911e+00,3.628057930000000209e+00,3.319057073000000191e+00,4.322735327000000183e+00,8.530933005999999708e+00,9.402228243999999791e+00,3.156918769999999874e+00,8.396560080000000426e+00,1.034177865000000018e+01,8.766049510000000211e+00,8.923802746999999869e+00,9.265675312000000829e+00,1.086232259999999883e+01,3.308176112999999674e+01,8.554163783999999993e+00,8.354394214999999235e+00,1.062027089000000046e+01,8.119295417000000015e+00,1.030003244999999978e+01,6.964952472608363365e-01,5.633395323402701216e-01,1.312374269920878245e+00,1.998947461320664587e+00,1.854983465873036586e-01,3.091596067145153004e+00,1.119242900185107414e+00,1.877043327062118128e-02
